Detected kernel version 4.18.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
Loading model...
Loading dataset...
The dataset has 18,864 samples!
The augumentation is OFF
Loading accelerator...
🚀 Accelerator launching on 1 GPU(s)
Starting training...
 Epochs:   0%|          | 0/10 [00:00<?, ?it/s]
 74%|███████▍  | 14015/18864 [2:41:00<55:30,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 0s][A
 74%|███████▍  | 14015/18864 [2:41:01<55:30,  1.46it/s, Loss=0.000 (L1:0.01, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 1s][A
 74%|███████▍  | 14016/18864 [2:41:01<55:31,  1.46it/s, Loss=0.000 (L1:0.01, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 1s][A
 74%|███████▍  | 14016/18864 [2:41:02<55:31,  1.46it/s, Loss=0.006 (L1:0.04, MSE:0.01), Free VRAM=33.3GiB, Time=2h 41m 1s][A
 74%|███████▍  | 14017/18864 [2:41:02<55:29,  1.46it/s, Loss=0.006 (L1:0.04, MSE:0.01), Free VRAM=33.3GiB, Time=2h 41m 1s][A
 74%|███████▍  | 14017/18864 [2:41:02<55:29,  1.46it/s, Loss=0.000 (L1:0.01, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 2s][A
 74%|███████▍  | 14018/18864 [2:41:02<55:27,  1.46it/s, Loss=0.000 (L1:0.01, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 2s][A
 74%|███████▍  | 14018/18864 [2:41:03<55:27,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 3s][A
 74%|███████▍  | 14019/18864 [2:41:03<55:28,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 3s][A
 74%|███████▍  | 14019/18864 [2:41:04<55:28,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 4s][A
 74%|███████▍  | 14020/18864 [2:41:04<55:27,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 4s][A
 74%|███████▍  | 14020/18864 [2:41:04<55:27,  1.46it/s, Loss=0.011 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=2h 41m 4s][A
 74%|███████▍  | 14021/18864 [2:41:04<55:26,  1.46it/s, Loss=0.011 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=2h 41m 4s][A
 74%|███████▍  | 14021/18864 [2:41:05<55:26,  1.46it/s, Loss=0.000 (L1:0.01, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 5s][A
 74%|███████▍  | 14022/18864 [2:41:05<55:24,  1.46it/s, Loss=0.000 (L1:0.01, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 5s][A
 74%|███████▍  | 14022/18864 [2:41:06<55:24,  1.46it/s, Loss=0.088 (L1:0.21, MSE:0.09), Free VRAM=33.3GiB, Time=2h 41m 6s][A
 74%|███████▍  | 14023/18864 [2:41:06<55:23,  1.46it/s, Loss=0.088 (L1:0.21, MSE:0.09), Free VRAM=33.3GiB, Time=2h 41m 6s][A
 74%|███████▍  | 14023/18864 [2:41:06<55:23,  1.46it/s, Loss=0.341 (L1:0.40, MSE:0.34), Free VRAM=33.3GiB, Time=2h 41m 6s][A
 74%|███████▍  | 14024/18864 [2:41:06<55:22,  1.46it/s, Loss=0.341 (L1:0.40, MSE:0.34), Free VRAM=33.3GiB, Time=2h 41m 6s][A
 74%|███████▍  | 14024/18864 [2:41:07<55:22,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 7s][A
 74%|███████▍  | 14025/18864 [2:41:07<55:20,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 7s][A
 74%|███████▍  | 14025/18864 [2:41:08<55:20,  1.46it/s, Loss=0.006 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=2h 41m 8s][A
 74%|███████▍  | 14026/18864 [2:41:08<55:20,  1.46it/s, Loss=0.006 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=2h 41m 8s][A
 74%|███████▍  | 14026/18864 [2:41:08<55:20,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 8s][A
 74%|███████▍  | 14027/18864 [2:41:08<55:19,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 8s][A
 74%|███████▍  | 14027/18864 [2:41:09<55:19,  1.46it/s, Loss=0.398 (L1:0.45, MSE:0.40), Free VRAM=33.3GiB, Time=2h 41m 9s][A
 74%|███████▍  | 14028/18864 [2:41:09<55:18,  1.46it/s, Loss=0.398 (L1:0.45, MSE:0.40), Free VRAM=33.3GiB, Time=2h 41m 9s][A
 74%|███████▍  | 14028/18864 [2:41:10<55:18,  1.46it/s, Loss=0.019 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=2h 41m 10s][A
 74%|███████▍  | 14029/18864 [2:41:10<55:18,  1.46it/s, Loss=0.019 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=2h 41m 10s][A
 74%|███████▍  | 14029/18864 [2:41:11<55:18,  1.46it/s, Loss=0.004 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 10s][A
 74%|███████▍  | 14030/18864 [2:41:11<55:17,  1.46it/s, Loss=0.004 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 10s][A
 74%|███████▍  | 14030/18864 [2:41:11<55:17,  1.46it/s, Loss=0.043 (L1:0.16, MSE:0.04), Free VRAM=33.3GiB, Time=2h 41m 11s][A
 74%|███████▍  | 14031/18864 [2:41:11<55:18,  1.46it/s, Loss=0.043 (L1:0.16, MSE:0.04), Free VRAM=33.3GiB, Time=2h 41m 11s][A
 74%|███████▍  | 14031/18864 [2:41:12<55:18,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 12s][A
 74%|███████▍  | 14032/18864 [2:41:12<55:18,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 12s][A
 74%|███████▍  | 14032/18864 [2:41:13<55:18,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 12s][A
 74%|███████▍  | 14033/18864 [2:41:13<55:17,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 12s][A
 74%|███████▍  | 14033/18864 [2:41:13<55:17,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 13s][A
 74%|███████▍  | 14034/18864 [2:41:13<55:16,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 13s][A
 74%|███████▍  | 14034/18864 [2:41:14<55:16,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 14s][A
 74%|███████▍  | 14035/18864 [2:41:14<55:16,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 14s][A
 74%|███████▍  | 14035/18864 [2:41:15<55:16,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 15s][A
 74%|███████▍  | 14036/18864 [2:41:15<55:16,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 15s][A
 74%|███████▍  | 14036/18864 [2:41:15<55:16,  1.46it/s, Loss=0.000 (L1:0.01, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 15s][A
 74%|███████▍  | 14037/18864 [2:41:15<55:15,  1.46it/s, Loss=0.000 (L1:0.01, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 15s][A
 74%|███████▍  | 14037/18864 [2:41:16<55:15,  1.46it/s, Loss=0.178 (L1:0.31, MSE:0.18), Free VRAM=33.3GiB, Time=2h 41m 16s][A
 74%|███████▍  | 14038/18864 [2:41:16<55:13,  1.46it/s, Loss=0.178 (L1:0.31, MSE:0.18), Free VRAM=33.3GiB, Time=2h 41m 16s][A
 74%|███████▍  | 14038/18864 [2:41:17<55:13,  1.46it/s, Loss=0.028 (L1:0.10, MSE:0.03), Free VRAM=33.3GiB, Time=2h 41m 17s][A
 74%|███████▍  | 14039/18864 [2:41:17<55:13,  1.46it/s, Loss=0.028 (L1:0.10, MSE:0.03), Free VRAM=33.3GiB, Time=2h 41m 17s][A
 74%|███████▍  | 14039/18864 [2:41:17<55:13,  1.46it/s, Loss=0.166 (L1:0.31, MSE:0.17), Free VRAM=33.3GiB, Time=2h 41m 17s][A
 74%|███████▍  | 14040/18864 [2:41:17<55:13,  1.46it/s, Loss=0.166 (L1:0.31, MSE:0.17), Free VRAM=33.3GiB, Time=2h 41m 17s][A
 74%|███████▍  | 14040/18864 [2:41:18<55:13,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 18s][A
 74%|███████▍  | 14041/18864 [2:41:18<55:12,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 18s][A
 74%|███████▍  | 14041/18864 [2:41:19<55:12,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 19s][A
 74%|███████▍  | 14042/18864 [2:41:19<55:11,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 19s][A
 74%|███████▍  | 14042/18864 [2:41:19<55:11,  1.46it/s, Loss=0.005 (L1:0.05, MSE:0.01), Free VRAM=33.3GiB, Time=2h 41m 19s][A
 74%|███████▍  | 14043/18864 [2:41:19<55:11,  1.46it/s, Loss=0.005 (L1:0.05, MSE:0.01), Free VRAM=33.3GiB, Time=2h 41m 19s][A
 74%|███████▍  | 14043/18864 [2:41:20<55:11,  1.46it/s, Loss=0.090 (L1:0.22, MSE:0.09), Free VRAM=33.3GiB, Time=2h 41m 20s][A
 74%|███████▍  | 14044/18864 [2:41:20<55:09,  1.46it/s, Loss=0.090 (L1:0.22, MSE:0.09), Free VRAM=33.3GiB, Time=2h 41m 20s][A
 74%|███████▍  | 14044/18864 [2:41:21<55:09,  1.46it/s, Loss=0.006 (L1:0.05, MSE:0.01), Free VRAM=33.3GiB, Time=2h 41m 21s][A
 74%|███████▍  | 14045/18864 [2:41:21<55:09,  1.46it/s, Loss=0.006 (L1:0.05, MSE:0.01), Free VRAM=33.3GiB, Time=2h 41m 21s][A
 74%|███████▍  | 14045/18864 [2:41:22<55:09,  1.46it/s, Loss=0.401 (L1:0.46, MSE:0.40), Free VRAM=33.3GiB, Time=2h 41m 21s][A
 74%|███████▍  | 14046/18864 [2:41:22<55:09,  1.46it/s, Loss=0.401 (L1:0.46, MSE:0.40), Free VRAM=33.3GiB, Time=2h 41m 21s][A
 74%|███████▍  | 14046/18864 [2:41:22<55:09,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 22s][A
 74%|███████▍  | 14047/18864 [2:41:22<55:07,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 22s][A
 74%|███████▍  | 14047/18864 [2:41:23<55:07,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 23s][A
 74%|███████▍  | 14048/18864 [2:41:23<55:07,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 23s][A
 74%|███████▍  | 14048/18864 [2:41:24<55:07,  1.46it/s, Loss=0.176 (L1:0.30, MSE:0.18), Free VRAM=33.3GiB, Time=2h 41m 23s][A
 74%|███████▍  | 14049/18864 [2:41:24<55:06,  1.46it/s, Loss=0.176 (L1:0.30, MSE:0.18), Free VRAM=33.3GiB, Time=2h 41m 23s][A
 74%|███████▍  | 14049/18864 [2:41:24<55:06,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 24s][A
 74%|███████▍  | 14050/18864 [2:41:24<55:04,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 24s][A
 74%|███████▍  | 14050/18864 [2:41:25<55:04,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 25s][A
 74%|███████▍  | 14051/18864 [2:41:25<55:24,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 25s][A
 74%|███████▍  | 14051/18864 [2:41:26<55:24,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 26s][A
 74%|███████▍  | 14052/18864 [2:41:26<55:17,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 26s][A
 74%|███████▍  | 14052/18864 [2:41:26<55:17,  1.45it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 26s][A
 74%|███████▍  | 14053/18864 [2:41:26<55:11,  1.45it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 26s][A
 74%|███████▍  | 14053/18864 [2:41:27<55:11,  1.45it/s, Loss=0.301 (L1:0.41, MSE:0.30), Free VRAM=33.3GiB, Time=2h 41m 27s][A
 75%|███████▍  | 14054/18864 [2:41:27<55:07,  1.45it/s, Loss=0.301 (L1:0.41, MSE:0.30), Free VRAM=33.3GiB, Time=2h 41m 27s][A
 75%|███████▍  | 14054/18864 [2:41:28<55:07,  1.45it/s, Loss=0.007 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=2h 41m 28s][A
 75%|███████▍  | 14055/18864 [2:41:28<55:06,  1.45it/s, Loss=0.007 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=2h 41m 28s][A
 75%|███████▍  | 14055/18864 [2:41:28<55:06,  1.45it/s, Loss=0.061 (L1:0.17, MSE:0.06), Free VRAM=33.3GiB, Time=2h 41m 28s][A
 75%|███████▍  | 14056/18864 [2:41:28<55:04,  1.45it/s, Loss=0.061 (L1:0.17, MSE:0.06), Free VRAM=33.3GiB, Time=2h 41m 28s][A
 75%|███████▍  | 14056/18864 [2:41:29<55:04,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 29s][A
 75%|███████▍  | 14057/18864 [2:41:29<55:03,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 29s][A
 75%|███████▍  | 14057/18864 [2:41:30<55:03,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 30s][A
 75%|███████▍  | 14058/18864 [2:41:30<55:01,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 30s][A
 75%|███████▍  | 14058/18864 [2:41:30<55:01,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 30s][A
 75%|███████▍  | 14059/18864 [2:41:30<55:01,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 30s][A
 75%|███████▍  | 14059/18864 [2:41:31<55:01,  1.46it/s, Loss=0.029 (L1:0.13, MSE:0.03), Free VRAM=33.3GiB, Time=2h 41m 31s][A
 75%|███████▍  | 14060/18864 [2:41:31<54:59,  1.46it/s, Loss=0.029 (L1:0.13, MSE:0.03), Free VRAM=33.3GiB, Time=2h 41m 31s][A
 75%|███████▍  | 14060/18864 [2:41:32<54:59,  1.46it/s, Loss=0.002 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 32s][A
 75%|███████▍  | 14061/18864 [2:41:32<54:57,  1.46it/s, Loss=0.002 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 32s][A
 75%|███████▍  | 14061/18864 [2:41:33<54:57,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 32s][A
 75%|███████▍  | 14062/18864 [2:41:33<54:57,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 32s][A
 75%|███████▍  | 14062/18864 [2:41:33<54:57,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 33s][A
 75%|███████▍  | 14063/18864 [2:41:33<54:56,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 33s][A
 75%|███████▍  | 14063/18864 [2:41:34<54:56,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 34s][A
 75%|███████▍  | 14064/18864 [2:41:34<54:55,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 34s][A
 75%|███████▍  | 14064/18864 [2:41:35<54:55,  1.46it/s, Loss=0.127 (L1:0.27, MSE:0.13), Free VRAM=33.3GiB, Time=2h 41m 34s][A
 75%|███████▍  | 14065/18864 [2:41:35<54:54,  1.46it/s, Loss=0.127 (L1:0.27, MSE:0.13), Free VRAM=33.3GiB, Time=2h 41m 34s][A
 75%|███████▍  | 14065/18864 [2:41:35<54:54,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 35s][A
 75%|███████▍  | 14066/18864 [2:41:35<54:53,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 35s][A
 75%|███████▍  | 14066/18864 [2:41:36<54:53,  1.46it/s, Loss=0.010 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=2h 41m 36s][A
 75%|███████▍  | 14067/18864 [2:41:36<54:53,  1.46it/s, Loss=0.010 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=2h 41m 36s][A
 75%|███████▍  | 14067/18864 [2:41:37<54:53,  1.46it/s, Loss=0.134 (L1:0.25, MSE:0.13), Free VRAM=33.3GiB, Time=2h 41m 37s][A
 75%|███████▍  | 14068/18864 [2:41:37<54:51,  1.46it/s, Loss=0.134 (L1:0.25, MSE:0.13), Free VRAM=33.3GiB, Time=2h 41m 37s][A
 75%|███████▍  | 14068/18864 [2:41:37<54:51,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 37s][A
 75%|███████▍  | 14069/18864 [2:41:37<54:52,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 37s][A
 75%|███████▍  | 14069/18864 [2:41:38<54:52,  1.46it/s, Loss=0.127 (L1:0.27, MSE:0.13), Free VRAM=33.3GiB, Time=2h 41m 38s][A
 75%|███████▍  | 14070/18864 [2:41:38<54:51,  1.46it/s, Loss=0.127 (L1:0.27, MSE:0.13), Free VRAM=33.3GiB, Time=2h 41m 38s][A
 75%|███████▍  | 14070/18864 [2:41:39<54:51,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 39s][A
 75%|███████▍  | 14071/18864 [2:41:39<54:52,  1.46it/s, Loss=0.000 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 39s][A
 75%|███████▍  | 14071/18864 [2:41:39<54:52,  1.46it/s, Loss=0.388 (L1:0.46, MSE:0.39), Free VRAM=33.3GiB, Time=2h 41m 39s][A
 75%|███████▍  | 14072/18864 [2:41:39<54:51,  1.46it/s, Loss=0.388 (L1:0.46, MSE:0.39), Free VRAM=33.3GiB, Time=2h 41m 39s][A
 75%|███████▍  | 14072/18864 [2:41:40<54:51,  1.46it/s, Loss=0.204 (L1:0.34, MSE:0.20), Free VRAM=33.3GiB, Time=2h 41m 40s][A
 75%|███████▍  | 14073/18864 [2:41:40<54:50,  1.46it/s, Loss=0.204 (L1:0.34, MSE:0.20), Free VRAM=33.3GiB, Time=2h 41m 40s][A
 75%|███████▍  | 14073/18864 [2:41:41<54:50,  1.46it/s, Loss=0.046 (L1:0.15, MSE:0.05), Free VRAM=33.3GiB, Time=2h 41m 41s][A
 75%|███████▍  | 14074/18864 [2:41:41<54:50,  1.46it/s, Loss=0.046 (L1:0.15, MSE:0.05), Free VRAM=33.3GiB, Time=2h 41m 41s][A
 75%|███████▍  | 14074/18864 [2:41:41<54:50,  1.46it/s, Loss=0.004 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 41s][A
 75%|███████▍  | 14075/18864 [2:41:41<54:49,  1.46it/s, Loss=0.004 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 41s][A
 75%|███████▍  | 14075/18864 [2:41:42<54:49,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 42s][A
 75%|███████▍  | 14076/18864 [2:41:42<54:48,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 42s][A
 75%|███████▍  | 14076/18864 [2:41:43<54:48,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 43s][A
 75%|███████▍  | 14077/18864 [2:41:43<54:47,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 43s][A
 75%|███████▍  | 14077/18864 [2:41:44<54:47,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 43s][A
 75%|███████▍  | 14078/18864 [2:41:44<54:47,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 43s][A
 75%|███████▍  | 14078/18864 [2:41:44<54:47,  1.46it/s, Loss=0.139 (L1:0.28, MSE:0.14), Free VRAM=33.3GiB, Time=2h 41m 44s][A
 75%|███████▍  | 14079/18864 [2:41:44<54:47,  1.46it/s, Loss=0.139 (L1:0.28, MSE:0.14), Free VRAM=33.3GiB, Time=2h 41m 44s][A
 75%|███████▍  | 14079/18864 [2:41:45<54:47,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 45s][A
 75%|███████▍  | 14080/18864 [2:41:45<54:47,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 45s][A
 75%|███████▍  | 14080/18864 [2:41:46<54:47,  1.46it/s, Loss=0.053 (L1:0.16, MSE:0.05), Free VRAM=33.3GiB, Time=2h 41m 45s][A
 75%|███████▍  | 14081/18864 [2:41:46<54:46,  1.46it/s, Loss=0.053 (L1:0.16, MSE:0.05), Free VRAM=33.3GiB, Time=2h 41m 45s][A
 75%|███████▍  | 14081/18864 [2:41:46<54:46,  1.46it/s, Loss=0.327 (L1:0.42, MSE:0.33), Free VRAM=33.3GiB, Time=2h 41m 46s][A
 75%|███████▍  | 14082/18864 [2:41:46<54:44,  1.46it/s, Loss=0.327 (L1:0.42, MSE:0.33), Free VRAM=33.3GiB, Time=2h 41m 46s][A
 75%|███████▍  | 14082/18864 [2:41:47<54:44,  1.46it/s, Loss=0.032 (L1:0.13, MSE:0.03), Free VRAM=33.3GiB, Time=2h 41m 47s][A
 75%|███████▍  | 14083/18864 [2:41:47<54:43,  1.46it/s, Loss=0.032 (L1:0.13, MSE:0.03), Free VRAM=33.3GiB, Time=2h 41m 47s][A
 75%|███████▍  | 14083/18864 [2:41:48<54:43,  1.46it/s, Loss=0.485 (L1:0.52, MSE:0.48), Free VRAM=33.3GiB, Time=2h 41m 47s][A
 75%|███████▍  | 14084/18864 [2:41:48<54:41,  1.46it/s, Loss=0.485 (L1:0.52, MSE:0.48), Free VRAM=33.3GiB, Time=2h 41m 47s][A
 75%|███████▍  | 14084/18864 [2:41:48<54:41,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 48s][A
 75%|███████▍  | 14085/18864 [2:41:48<54:40,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 48s][A
 75%|███████▍  | 14085/18864 [2:41:49<54:40,  1.46it/s, Loss=0.103 (L1:0.25, MSE:0.10), Free VRAM=33.3GiB, Time=2h 41m 49s][A
 75%|███████▍  | 14086/18864 [2:41:49<54:40,  1.46it/s, Loss=0.103 (L1:0.25, MSE:0.10), Free VRAM=33.3GiB, Time=2h 41m 49s][A
 75%|███████▍  | 14086/18864 [2:41:50<54:40,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 50s][A
 75%|███████▍  | 14087/18864 [2:41:50<54:39,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 50s][A
 75%|███████▍  | 14087/18864 [2:41:50<54:39,  1.46it/s, Loss=0.019 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=2h 41m 50s][A
 75%|███████▍  | 14088/18864 [2:41:50<54:38,  1.46it/s, Loss=0.019 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=2h 41m 50s][A
 75%|███████▍  | 14088/18864 [2:41:51<54:38,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 51s][A
 75%|███████▍  | 14089/18864 [2:41:51<54:37,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 51s][A
 75%|███████▍  | 14089/18864 [2:41:52<54:37,  1.46it/s, Loss=0.074 (L1:0.21, MSE:0.07), Free VRAM=33.3GiB, Time=2h 41m 52s][A
 75%|███████▍  | 14090/18864 [2:41:52<54:36,  1.46it/s, Loss=0.074 (L1:0.21, MSE:0.07), Free VRAM=33.3GiB, Time=2h 41m 52s][A
 75%|███████▍  | 14090/18864 [2:41:52<54:36,  1.46it/s, Loss=0.306 (L1:0.38, MSE:0.31), Free VRAM=33.3GiB, Time=2h 41m 52s][A
 75%|███████▍  | 14091/18864 [2:41:52<54:37,  1.46it/s, Loss=0.306 (L1:0.38, MSE:0.31), Free VRAM=33.3GiB, Time=2h 41m 52s][A
 75%|███████▍  | 14091/18864 [2:41:53<54:37,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 53s][A
 75%|███████▍  | 14092/18864 [2:41:53<54:37,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=2h 41m 53s][A
 75%|███████▍  | 14092/18864 [2:41:54<54:37,  1.46it/s, Loss=0.035 (L1:0.12, MSE:0.03), Free VRAM=33.3GiB, Time=2h 41m 54s][A
